order_id,customer_id,order_purchase_timestamp,order_approved_at,processing_time,actual_delivery_days,estimated_delivery_days,on_time_delivery,delivery_days,order_year,order_month
ub5scd3uMflH,11rzNuxGsM6E,2018-02-22 16:47:12,2018-02-22 17:10:44,0.016342592592592593,,,,7.0,2018,2
yAmRuBPWp1vO,AJoqBQ1l9z0V,2017-10-21 18:50:25,2017-10-21 19:05:58,0.010798611111111111,,,,7.0,2017,10
srKcniC9yOFm,M5goXy4LtmuO,2017-08-28 20:36:01,2017-08-28 20:50:20,0.009942129629629629,,,,7.0,2017,8
2Jbr1MhEmkIs,eRIr8uMQixin,2017-01-28 20:01:21,2017-01-28 20:31:32,0.02096064814814815,,,,7.0,2017,1
Tb14VgvCwPuw,ZOgCiosZBHhF,2018-05-04 23:18:43,2018-05-04 23:33:52,0.010520833333333333,,,,7.0,2018,5
KKm2sesYGRq8,Do7ckrlRk5rx,2017-04-05 10:27:07,2017-04-06 10:42:25,1.010625,,,,7.0,2017,4
dwJNR7yxYRLb,bjThJDPGWpGK,2018-03-15 10:35:37,2018-03-15 10:50:27,0.010300925925925925,,,,7.0,2018,3
86uPyTFO0VnJ,x15nG700z7OG,2018-06-10 13:20:20,2018-06-10 13:37:06,0.011643518518518518,,,,7.0,2018,6
KOTqFLF3sprZ,Xh2kQlpOqm8I,2017-02-05 17:24:21,2017-02-05 17:41:55,0.012199074074074074,,,,7.0,2017,2
RQi6usDkH0z5,gqBYWjnoUV7B,2016-10-04 13:22:56,2016-10-04 13:47:45,0.017233796296296296,,,,7.0,2016,10
lRPOThT61ZfO,kmlqsg9Gk5uQ,2018-03-09 20:28:22,2018-03-09 20:48:20,0.013865740740740741,,,,7.0,2018,3
25pQorIsT9XG,smZvvNLvV8Ez,2017-07-03 17:41:49,2017-07-03 17:55:20,0.009386574074074073,,,,7.0,2017,7
CA0KeXrOx4Va,eOL1qbT6GIl5,2018-06-05 18:48:27,2018-06-05 19:13:46,0.01758101851851852,,,,7.0,2018,6
KnUNh8bnaKd9,8CH2KOo6b3iE,2018-07-18 16:35:40,2018-07-18 16:50:10,0.010069444444444445,,,,7.0,2018,7
xYh4tcmBf0pq,PGfqqeXWFN4T,2017-05-30 09:39:34,2017-05-30 09:50:14,0.007407407407407408,,,,7.0,2017,5
D5YWaLz32bm9,f8I8oYaA7t7w,2018-04-30 18:55:03,2018-05-01 02:15:39,0.3059722222222222,,,,7.0,2018,4
XhmzJrChXt1C,4LCk55VNuZB7,2017-03-08 14:09:17,2017-03-08 14:09:17,0.0,,,,7.0,2017,3
xyukk6AHT526,kuB5S1kHsjKK,2018-04-02 18:48:47,2018-04-02 19:07:54,0.013275462962962963,,,,7.0,2018,4
8LH9cFjaFFLw,QGN0QrmHtymT,2017-07-02 19:39:13,2017-07-02 19:50:17,0.0076851851851851855,,,,7.0,2017,7
WCVW0rJ4udYk,l7nqhW5os9MR,2018-08-06 17:03:57,2018-08-07 04:25:12,0.4730902777777778,,,,7.0,2018,8
pvYF1MU8i064,sQnzUN1MPa8t,2017-11-19 09:42:52,2017-11-19 09:55:32,0.008796296296296297,,,,7.0,2017,11
bhMwu9M1F3pM,S728b0DhidXp,2018-04-13 22:40:44,2018-04-13 22:52:38,0.008263888888888888,,,,7.0,2018,4
iUEMkbaTWXER,7HMxp8E7C2sh,2017-12-04 17:22:25,2017-12-04 18:30:40,0.04739583333333333,,,,7.0,2017,12
sZG0zVMaFAXJ,LAEzF0DIX9Ji,2017-08-02 12:32:26,2017-08-03 03:10:29,0.6097569444444444,,,,7.0,2017,8
u49f51uCjN3j,MzcqTnXLe10i,2017-10-25 01:58:21,2017-10-25 02:28:39,0.021041666666666667,,,,7.0,2017,10
Whn3HZ9xudbF,i41FdkGhLoWC,2017-07-03 18:35:01,2017-07-03 18:50:08,0.010497685185185185,,,,7.0,2017,7
UuMDtqNcmyUC,8H4jHVTcDgh3,2018-01-22 11:59:21,2018-01-22 14:18:53,0.09689814814814815,,,,7.0,2018,1
v5gjarBxJsbo,IYhLLNrleCkP,2017-10-09 12:17:50,2017-10-09 12:49:15,0.02181712962962963,,,,7.0,2017,10
3TVHEQZQTpNK,JyQzFoxlhfxF,2017-02-26 01:05:37,2017-02-27 01:15:06,1.006585648148148,,,,7.0,2017,2
hJq9LTbltF0f,sOlw163EqSSe,2017-08-28 20:17:51,2017-08-28 20:25:37,0.005393518518518519,,,,7.0,2017,8
cqbIl6jpDT2u,AZn6IjMeDt40,2018-02-19 17:46:18,2018-02-21 06:10:30,1.5168055555555555,,,,7.0,2018,2
LB5ptHNQKAFz,yQ9oNz28zxfb,2018-02-17 22:18:30,2018-02-17 22:35:29,0.011793981481481482,,,,7.0,2018,2
903k3PvOOCNz,Dfs0ckTcmSGd,2018-05-12 23:19:17,2018-05-12 23:31:01,0.008148148148148147,,,,7.0,2018,5
cv7Hxy6CHEtO,q0PYd7G5N9MV,2017-12-15 05:39:06,2017-12-15 05:49:44,0.00738425925925926,,,,7.0,2017,12
CscZnJreINZO,BXCHoEYRBIqM,2017-05-07 17:31:09,2017-05-07 17:42:03,0.007569444444444445,,,,7.0,2017,5
mG9DF0eoAvGx,jbTwou52qAzI,2018-04-15 13:07:36,2018-04-15 13:30:29,0.015891203703703703,,,,7.0,2018,4
hCbJt8U6Ww3N,QsxVntH2qe6q,2017-09-17 18:12:09,2017-09-17 18:25:08,0.009016203703703703,,,,7.0,2017,9
0llz1DKEU0D0,ARtFmdPvH6OX,2018-05-08 19:17:48,2018-05-08 20:15:26,0.04002314814814815,,,,7.0,2018,5
liA5pvBYs64o,sB1x80ZUOPiA,2018-01-20 10:09:41,2018-01-20 10:19:11,0.006597222222222222,,,,7.0,2018,1
KNa3m4B9oN3I,ll44jqfknrOb,2017-11-14 20:54:21,2017-11-17 04:06:45,2.3002777777777776,,,,7.0,2017,11
KZs2qgGZoOSX,t1kuXerPhQiB,2018-01-08 11:48:46,2018-01-08 11:59:32,0.007476851851851852,,,,7.0,2018,1
RtGO0hlWZEvO,98aTnBilI6gC,2018-02-24 21:23:43,2018-02-24 21:35:28,0.008159722222222223,,,,7.0,2018,2
v4xqa1KwmNvE,IH6W6gExtoPS,2018-02-13 11:35:15,2018-02-13 12:47:05,0.04988425925925926,,,,7.0,2018,2
LgBjaoAZT313,tuUud0RWr7f1,2018-05-09 09:25:59,2018-05-10 03:09:53,0.7388194444444445,,,,7.0,2018,5
g2feI21w6ZER,kIt2LC6KHkff,2018-03-23 02:36:09,2018-03-23 02:50:21,0.00986111111111111,,,,7.0,2018,3
UXFVXUDBBnN2,QfIM6BS6UQWw,2018-01-22 19:11:45,2018-01-22 19:19:31,0.005393518518518519,,,,7.0,2018,1
NiYQcWqn2dx1,prSsfCE0cuDh,2017-01-26 22:19:43,2017-01-26 22:30:17,0.007337962962962963,,,,7.0,2017,1
uJxv0BlTzZKk,u1tSwHWPaOmG,2017-01-18 21:08:18,2017-01-19 21:10:20,1.001412037037037,,,,7.0,2017,1
Gnt5P2sMZoDE,VkYTBgsP4ahW,2018-02-20 21:32:10,2018-02-20 22:07:59,0.024872685185185185,,,,7.0,2018,2
EP3hioG5H9fK,9hLk4KZPIrdp,2017-05-10 06:54:05,2017-05-10 07:05:09,0.0076851851851851855,,,,7.0,2017,5
Qu1j9oOfSK6t,ZNkeoW0v2Yz5,2018-02-06 16:04:20,2018-02-06 16:15:31,0.007766203703703704,,,,7.0,2018,2
eNNSfcB8zJAv,bVEGh3nqaNyK,2017-07-21 21:14:56,2017-07-22 15:23:17,0.7557986111111111,,,,7.0,2017,7
KBjiJXcRN9WP,4nWN1nYcBUUM,2017-06-27 11:17:58,2017-06-27 11:55:20,0.025949074074074076,,,,7.0,2017,6
7QE67FF0Om5N,CJBe5YcVa8BV,2017-12-07 23:10:56,2017-12-09 02:35:28,1.142037037037037,,,,7.0,2017,12
bVYJzm2XCyxo,njO6UF6KC5oM,2017-07-25 14:37:38,2017-07-25 14:50:14,0.00875,,,,7.0,2017,7
blIKUJKqhcAw,vGbrlOwsJGNT,2018-05-07 14:06:43,2018-05-07 16:15:38,0.08952546296296296,,,,7.0,2018,5
glRonpQa8jMJ,kRrMY3t755nL,2017-04-13 20:46:58,2017-04-13 21:02:16,0.010625,,,,7.0,2017,4
MHEaSt8SPeoG,FB4qoCQtY78b,2017-05-21 14:42:36,2017-05-23 03:50:18,1.547013888888889,,,,7.0,2017,5
cB2f9bMTD38b,XUVgmhKGTlCU,2017-08-09 23:01:43,2017-08-09 23:15:18,0.009432870370370371,,,,7.0,2017,8
GayOlUb6Vmw5,FRenfQXwKTr2,2017-12-08 13:29:11,2017-12-08 13:38:25,0.006412037037037037,,,,7.0,2017,12
DFJtb4hzzmHX,qXd5XyJFHOOH,2018-07-10 11:36:10,2018-07-12 04:06:10,1.6875,,,,7.0,2018,7
6whGhQyugS0N,KBYhryQMswGj,2017-07-31 16:42:29,2017-08-02 02:34:48,1.4113310185185186,,,,7.0,2017,7
9NeeIZEF4rYg,InzL2EFfs1Z4,2017-11-07 00:32:03,2017-11-07 06:31:17,0.2494675925925926,,,,7.0,2017,11
zyqeRBdn2QIz,TLcN4gqrngCZ,2017-12-05 19:03:13,2017-12-05 19:17:31,0.009930555555555555,,,,7.0,2017,12
ZPtEC8wwF6WC,ZXGtgz22ZuTc,2018-06-21 16:34:24,2018-06-26 05:37:29,4.543807870370371,,,,7.0,2018,6
n5anh2ES0Qrx,10CMmu85B1xh,2018-04-19 13:46:42,2018-04-20 10:22:46,0.8583796296296297,,,,7.0,2018,4
ZAZc30nO7mBG,950pNgLYvrUB,2018-02-23 10:00:29,2018-02-23 10:15:27,0.010393518518518519,,,,7.0,2018,2
2h0BGlUwGRS1,GyQLgLcEsyyk,2017-04-20 12:45:34,2017-04-22 09:10:13,1.850451388888889,,,,7.0,2017,4
0bLeA89iFL8i,R0hdk8rOTHCx,2017-11-27 12:49:50,2017-11-27 12:57:55,0.005613425925925926,,,,7.0,2017,11
1jjbu6TXyRch,f2XW6ZIEWnk2,2018-05-29 19:16:01,2018-05-29 19:32:24,0.011377314814814814,,,,7.0,2018,5
amNpLmLRtqds,P101VTJljiqW,2017-10-13 09:04:42,2017-10-14 03:37:07,0.7725115740740741,,,,7.0,2017,10
J3NBaP7MoqMg,oEEHeCpHvpTJ,2017-11-28 11:43:42,2017-11-30 11:42:22,1.999074074074074,,,,7.0,2017,11
UGOUFp6lOvfy,sQ58Z70GxzD1,2017-08-04 10:59:42,2017-08-08 04:25:21,3.7261458333333333,,,,7.0,2017,8
W1NJYnYkaukv,2wl1V2O532Ne,2018-01-06 09:03:41,2018-01-06 09:13:28,0.006793981481481482,,,,7.0,2018,1
mekmxzX7xg66,lkeyEiK1e5yg,2018-08-17 18:16:56,2018-08-18 02:49:54,0.3562268518518519,,,,7.0,2018,8
zgIMZEReS5B1,bCn2jXaQK8n2,2017-09-14 11:04:22,2017-09-14 12:05:10,0.042222222222222223,,,,7.0,2017,9
sqqcJi5UVxtn,PCtRlALJAqIy,2017-07-20 12:11:33,2017-07-20 12:25:13,0.00949074074074074,,,,7.0,2017,7
726qzHfAqEZO,GIo0gCA7DZwJ,2018-08-20 19:14:26,2018-08-20 19:30:05,0.010868055555555556,,,,7.0,2018,8
SPsLXC6EZB6w,OZVsT3BLq9H2,2017-07-28 19:39:19,2017-08-02 02:34:41,4.288449074074074,,,,7.0,2017,7
QLqDouIaUQyr,j796RyTU4D9J,2018-01-23 09:08:05,2018-01-24 02:36:27,0.7280324074074074,,,,7.0,2018,1
pKPwllWcu4W3,sNvreFY4xGGx,2017-08-16 21:38:21,2017-08-16 23:15:17,0.06731481481481481,,,,7.0,2017,8
8WTKsujGSPr0,Of9TY1egrbYl,2018-05-21 13:00:59,2018-05-22 12:56:26,0.9968402777777777,,,,7.0,2018,5
NTvOc3tRPuW5,rVpZ5iyUcDs1,2018-01-26 12:03:26,2018-01-26 12:21:39,0.012650462962962962,,,,7.0,2018,1
Io6QaiAgVYoZ,GCIHYuqgJO4m,2018-01-04 00:48:26,2018-01-05 00:38:17,0.9929513888888889,,,,7.0,2018,1
Xknxc0MlpwU6,UaYsJO1dP5iW,2017-10-12 10:58:03,2017-10-12 11:07:42,0.006701388888888889,,,,7.0,2017,10
TmyZSJp1HpV7,6qgZyqFsEr8W,2018-02-23 15:28:47,2018-02-23 15:54:21,0.01775462962962963,,,,7.0,2018,2
GNz6cxwDUyoM,mPVFphfpomAt,2018-04-05 12:34:39,2018-04-07 02:55:29,1.5978009259259258,,,,7.0,2018,4
t0EtYo45Wcw7,wtZTUGiZB7cc,2017-12-20 19:27:45,2017-12-20 19:51:40,0.016608796296296295,,,,7.0,2017,12
uCkWTkJzyQRA,qK7oy4s5YyXx,2017-08-03 17:18:23,2017-08-03 17:35:17,0.01173611111111111,,,,7.0,2017,8
kHpIb3Vhkr2B,kLnTz5KGD1RN,2017-06-17 17:04:27,2017-06-17 17:15:19,0.007546296296296297,,,,7.0,2017,6
JHwaDSRd7Yqk,BDfHue7TLPbA,2017-04-26 00:59:11,2017-04-28 11:45:02,2.4485069444444445,,,,7.0,2017,4
PqlLQqphGWMG,pr9d47fsvAOA,2018-03-21 15:56:34,2018-03-21 16:15:41,0.013275462962962963,,,,7.0,2018,3
J8Bc43diiiwa,G1Bo4rtOPOUV,2017-02-18 17:26:05,2017-02-18 17:42:35,0.011458333333333333,,,,7.0,2017,2
T4K1lnPN7lH9,ntLORCsAAxkl,2018-05-11 15:21:35,2018-05-12 15:41:53,1.0140972222222222,,,,7.0,2018,5
qFGvBA8siR9C,Wzt8Wnmh39R5,2018-01-20 19:04:28,2018-01-22 13:56:53,1.786400462962963,,,,7.0,2018,1
DTG8rFMgpHXy,IbNmDM5pVSuW,2017-08-15 14:16:57,2017-08-16 07:04:50,0.6999189814814815,,,,7.0,2017,8
EzLqwURTMESq,2BDSGrKxGvBM,2018-05-14 20:46:00,2018-05-16 03:15:07,1.2702199074074074,,,,7.0,2018,5
VfPfevghWKRz,zzXJDr2XBrBa,2018-01-18 00:00:32,2018-01-18 00:11:33,0.007650462962962963,,,,7.0,2018,1
RrMH1HzjPDUy,wL6AVErEnDEN,2018-04-18 09:59:54,2018-04-19 09:55:20,0.9968287037037037,,,,7.0,2018,4
dgXkaqn9QIyl,MH8RBjpM8eLq,2018-03-21 18:59:56,2018-03-21 19:10:24,0.007268518518518519,,,,7.0,2018,3
GkihidwfzkNV,DVWp3lrKeGtO,2018-06-28 12:41:32,2018-06-28 12:50:24,0.0061574074074074074,,,,7.0,2018,6
vl4sZM3Me2dI,nwe6tWyEFgKX,2017-10-03 15:04:22,2017-10-04 02:49:20,0.4895601851851852,,,,7.0,2017,10
uKdtgTIV8ML0,ZnWtfiYU2gmJ,2018-01-08 15:45:44,2018-01-09 07:20:59,0.6494791666666667,,,,7.0,2018,1
Tao6yqzZqR8i,184l4HeebUUs,2017-10-20 17:28:24,2017-10-20 17:35:27,0.004895833333333334,,,,7.0,2017,10
CRAW5FHTgef2,rrVwfYACf06j,2018-06-26 11:43:42,2018-06-26 11:57:05,0.009293981481481481,,,,7.0,2018,6
hToNiABH0dXp,5I8T5HbvLcxV,2017-11-14 18:14:55,2017-11-16 21:33:09,2.137662037037037,,,,7.0,2017,11
mUZI3vHznWIA,gc5eu2jRP8Ue,2017-12-05 08:46:43,2017-12-05 11:03:39,0.09509259259259259,,,,7.0,2017,12
xgFgAUrPUHEk,YRGRe4QsNriT,2018-06-18 08:58:54,2018-06-19 03:36:42,0.77625,,,,7.0,2018,6
JgAkkK19yYhw,mgzE1mWPrm0b,2018-02-28 16:07:02,2018-03-03 03:20:25,2.467627314814815,,,,7.0,2018,2
3CD8klhI6sv6,YMfJQ9PazlYb,2017-08-03 11:55:05,2017-08-05 02:50:11,1.6215972222222221,,,,7.0,2017,8
yA6ye44VAqXT,ogasrBdboH6w,2017-09-05 15:20:35,2017-09-05 15:35:12,0.010150462962962964,,,,7.0,2017,9
pshOBIa9uNaK,W2VQOt7KVy6H,2018-08-16 08:29:20,2018-08-17 03:35:15,0.795775462962963,,,,7.0,2018,8
SpFKAoPp0ilG,IirLNRdsUxR3,2018-06-24 20:33:41,2018-06-25 15:18:46,0.7813078703703704,,,,7.0,2018,6
hwV9K6iZVgnh,t26lZBwvRhG4,2018-04-02 18:23:58,2018-04-02 18:35:22,0.007916666666666667,,,,7.0,2018,4
DBPnEuQDFDVb,BTGQBnuBkWTP,2017-10-23 19:00:48,2017-10-23 19:14:17,0.009363425925925926,,,,7.0,2017,10
CM47ksrL2R8A,JqvcHU6MeNPY,2018-04-29 17:26:54,2018-04-29 17:50:25,0.01633101851851852,,,,7.0,2018,4
6otDC7qi8cZh,vRbt7lQwnXRq,2017-09-03 21:25:25,2017-09-04 21:30:20,1.003414351851852,,,,7.0,2017,9
wq3LDwK546wG,ExANiT3OIbOY,2018-02-16 15:02:18,2018-02-16 15:15:27,0.009131944444444444,,,,7.0,2018,2
w4jk8j2fTnhw,VMGiDteguIiv,2017-10-23 16:29:44,2017-10-24 16:42:49,1.009085648148148,,,,7.0,2017,10
tZoVpxv5FVIH,LlA9gb5gFVGc,2017-06-02 10:14:17,2017-06-03 08:55:11,0.9450694444444444,,,,7.0,2017,6
tFQGjmZndsM5,CpEHH3xqcozm,2018-02-21 17:06:23,2018-02-21 18:00:22,0.037488425925925925,,,,7.0,2018,2
nblJwrll1AS0,oO7bOdpWgnYb,2018-06-28 19:28:52,2018-06-29 02:53:28,0.30875,,,,7.0,2018,6
3vx9j3SvRUKg,D3m8aT6XucbW,2018-08-25 17:52:00,2018-08-28 03:44:10,2.411226851851852,,,,7.0,2018,8
OPuvw5JcjfOh,aijopZ8MSdrR,2018-03-28 12:11:45,2018-03-28 12:27:54,0.011215277777777777,,,,7.0,2018,3
kVpTE6tUo9w7,L4YypNLTXp74,2018-03-24 09:54:40,2018-03-27 04:10:17,2.7608449074074075,,,,7.0,2018,3
NecsYKNR6nba,tdPbY5RvYiew,2018-03-04 21:56:16,2018-03-04 22:10:31,0.009895833333333333,,,,7.0,2018,3
fnSFBmKlfG9i,YActXwv3Y5Gi,2018-05-03 10:55:07,2018-05-03 12:19:52,0.058854166666666666,,,,7.0,2018,5
u2oKzCyv9sav,AGCtVipzoiOF,2017-09-12 10:44:39,2017-09-12 11:04:42,0.01392361111111111,,,,7.0,2017,9
OtV6waAZRqcN,ILQa3Kn6bDI6,2017-02-04 19:06:36,2017-02-04 19:22:35,0.011099537037037036,,,,7.0,2017,2
vhdr4kEZVJXi,g96IscN82qaH,2018-07-02 19:07:01,2018-07-02 19:15:12,0.00568287037037037,,,,7.0,2018,7
kyeIOoUKvoIM,rkwgauHpsbI2,2018-08-01 21:53:01,2018-08-03 02:43:59,1.202060185185185,,,,7.0,2018,8
VZvjDMifWUUk,jyMYviDKWitg,2017-11-06 14:20:14,2017-11-06 19:36:58,0.2199537037037037,,,,7.0,2017,11
GewZicdnVU4o,Ohw8sDco6bPu,2018-06-24 11:41:00,2018-06-24 11:58:12,0.011944444444444445,,,,7.0,2018,6
paJO30kb5azy,YDUVSDBuTWfM,2018-07-25 14:47:45,2018-07-27 04:05:19,1.5538657407407408,,,,7.0,2018,7
Co6YY9CSER9B,KpXnUCYEfrXH,2017-09-11 19:36:44,2017-09-13 03:35:22,1.3323842592592592,,,,7.0,2017,9
1ADWBenqZlyI,vyYSsscIhCiO,2017-12-16 16:23:35,2017-12-16 16:32:23,0.006111111111111111,,,,7.0,2017,12
YKY495iYCoqG,lSomgOsTCP4U,2017-10-23 18:35:53,2017-10-23 18:49:28,0.009432870370370371,,,,7.0,2017,10
MV5sovfkXA3U,fdOB1jOqBSQS,2018-07-10 01:51:19,2018-07-10 02:05:17,0.009699074074074074,,,,7.0,2018,7
jQBSgqRWOpvl,9AU7CfR0udf7,2017-07-10 17:12:02,2017-07-12 02:15:49,1.3776273148148148,,,,7.0,2017,7
CtWqYNGFXvab,f3tYfLzojNVI,2018-05-14 13:12:20,2018-05-14 13:31:06,0.013032407407407407,,,,7.0,2018,5
obrJjCEHkABU,HJYGjBBwZZtF,2017-11-03 16:55:44,2017-11-03 17:30:50,0.024375,,,,7.0,2017,11
BmKm8T53Heik,5l068RJToruk,2018-07-29 15:25:12,2018-07-30 15:24:44,0.9996759259259259,,,,7.0,2018,7
WMaeamcmMFS7,m3rvPRXOZVMK,2018-07-31 14:04:37,2018-07-31 14:31:37,0.01875,,,,7.0,2018,7
80zasKxvt11B,bVaYS9waa2sh,2017-11-21 14:34:31,2017-11-22 14:29:55,0.9968055555555555,,,,7.0,2017,11
HW9Ogje6AlUA,ggRUhTY47BvS,2017-04-21 20:05:33,2017-04-21 20:15:07,0.006643518518518518,,,,7.0,2017,4
O3kEwpEBakLG,tNTik5aFiRfV,2017-12-02 21:32:46,2017-12-02 22:05:02,0.022407407407407407,,,,7.0,2017,12
TKwhZWStGsmY,swwLA3wfsrzU,2017-06-12 10:06:50,2017-06-14 02:35:14,1.686388888888889,,,,7.0,2017,6
I54x5B7ZScB4,bP5kiwkaCqIi,2018-08-07 10:57:10,2018-08-07 11:10:16,0.009097222222222222,,,,7.0,2018,8
KOrn1FCfjiwG,E0YjDtmJ2tu9,2017-09-21 15:25:11,2017-09-21 15:35:50,0.007395833333333333,,,,7.0,2017,9
RI0Rc1aPQdUs,x4Koq5pqV2iA,2018-01-27 10:54:53,2018-01-27 11:16:02,0.0146875,,,,7.0,2018,1
q4CIb4iWNj6w,VQmOdb97L3NX,2017-08-09 12:40:41,2017-08-10 12:45:17,1.0031944444444445,,,,7.0,2017,8
ATrYoxeRKpjR,rWQ5DmfRpEHX,2018-06-18 22:47:01,2018-06-18 22:56:20,0.006469907407407408,,,,7.0,2018,6
k1rQ3PIw3yYp,7tHlpp9PIsDJ,2017-11-16 13:53:55,2017-11-17 03:46:23,0.5781018518518518,,,,7.0,2017,11
lD9HnSAxViqE,ZjkS1jjTW4ei,2018-08-06 15:59:07,2018-08-06 16:10:20,0.007789351851851852,,,,7.0,2018,8
PX1ynyV2HPjl,3ygMHzAu6iPq,2017-10-15 15:41:36,2017-10-15 15:56:08,0.010092592592592592,,,,7.0,2017,10
Gwq3kXZ8MW3c,6qV1JAlxvACX,2017-11-19 14:22:35,2017-11-19 14:30:22,0.005405092592592592,,,,7.0,2017,11
W3nEEHGY8aZe,xt2w5DiNag1t,2018-07-12 10:24:33,2018-07-12 10:35:17,0.007453703703703704,,,,7.0,2018,7
mpXwWjfPlBSr,V2raysQanXud,2018-05-02 18:38:11,2018-05-02 19:15:46,0.026099537037037036,,,,7.0,2018,5
xneeAgYsRUlF,BsmOTC1b93g1,2018-06-13 20:52:10,2018-06-13 21:20:38,0.01976851851851852,,,,7.0,2018,6
BRj5e8wXFtYd,0ppLSIt4btFY,2018-04-02 10:57:09,2018-04-02 11:10:17,0.00912037037037037,,,,7.0,2018,4
fuBWf4V2Fw1v,31A7FiOQoCnn,2018-02-22 23:13:55,2018-02-22 23:28:21,0.010023148148148147,,,,7.0,2018,2
mpPCmbAGPedF,Ivtp0KMG7fRV,2018-01-28 17:22:43,2018-01-28 17:32:20,0.006678240740740741,,,,7.0,2018,1
yb8LxW1FVkLV,RaooSyuOMPGV,2017-07-29 10:47:22,2017-07-29 10:55:16,0.005486111111111111,,,,7.0,2017,7
7s3w2S5NqgHr,PYIfk4aezkrI,2018-01-18 09:30:54,2018-01-18 09:38:30,0.005277777777777778,,,,7.0,2018,1
nWpya4oQZL6n,zdKG9apl6jIZ,2018-05-16 09:52:34,2018-05-16 10:12:36,0.013912037037037037,,,,7.0,2018,5
tytEgIj2Th3J,Xv2LLvsTB2Wn,2017-11-09 11:10:13,2017-11-09 11:26:38,0.011400462962962963,,,,7.0,2017,11
Wa1rNI8dP7zs,XaUlNzHILmZh,2018-08-16 10:30:31,2018-08-18 02:35:17,1.6699768518518519,,,,7.0,2018,8
fIrfCQsEFnE9,5mXDJ6NmcXmv,2017-10-01 20:48:40,2017-10-01 21:06:59,0.012719907407407407,,,,7.0,2017,10
at7rWo8KPYVJ,g6qtNzCdXU0C,2018-01-11 18:37:55,2018-01-11 18:49:22,0.007951388888888888,,,,7.0,2018,1
PmfjmIs699a5,soLxGcdOU73S,2017-12-07 20:48:38,2017-12-09 16:31:19,1.8213078703703705,,,,7.0,2017,12
Na5LA4dY4q9A,OPPFYEAWif9X,2017-06-14 15:11:20,2017-06-14 15:23:06,0.008171296296296296,,,,7.0,2017,6
BunZbvls0n1k,sM9kRw53gwad,2018-05-02 14:22:52,2018-05-03 03:55:18,0.5641898148148148,,,,7.0,2018,5
AhUvxUGYsopt,D4iBJgP2KjHq,2017-11-24 10:44:28,2017-11-24 12:31:43,0.07447916666666667,,,,7.0,2017,11
gI9LiRm1Ryjt,o0gnecAFdlJB,2017-11-28 22:18:10,2017-11-28 22:30:28,0.008541666666666666,,,,7.0,2017,11
